country,population,total_de_vacinados,primeira_dose,segunda_dose,dose_reforco,data,porcentagem_primeira_dose,porcentagem_segunda_dose,porcentagem_dose_reforco
Brazil,210306411.0,242632080.0,152277360.0,93674360.0,1445470.0,2021-10-03,0.7241,0.4454,0.0069
Brazil,210306411.0,243733570.0,152519890.0,94337576.0,1643658.0,2021-10-04,0.7252,0.4486,0.0078
Brazil,210306411.0,245292450.0,152926450.0,95257460.0,1877233.0,2021-10-05,0.7272,0.4529,0.0089
Brazil,210306411.0,247057060.0,153310130.0,96345260.0,2171857.0,2021-10-06,0.729,0.4581,0.0103
Brazil,210306411.0,248820530.0,153699490.0,97382940.0,2509515.0,2021-10-07,0.7308,0.4631,0.0119
Brazil,210306411.0,250516350.0,154010910.0,98464450.0,2814838.0,2021-10-08,0.7323,0.4682,0.0134
Brazil,210306411.0,251524110.0,154181570.0,99070820.0,3047975.0,2021-10-09,0.7331,0.4711,0.0145
Brazil,210306411.0,252149680.0,154292720.0,99520880.0,3116010.0,2021-10-10,0.7337,0.4732,0.0148
Brazil,210306411.0,253164900.0,154580500.0,100085016.0,3281210.0,2021-10-11,0.735,0.4759,0.0156
Brazil,210306411.0,253561150.0,154693150.0,100324300.0,3326730.0,2021-10-12,0.7356,0.477,0.0158
Brazil,210306411.0,254426530.0,154798780.0,100864100.0,3545399.0,2021-10-13,0.7361,0.4796,0.0169
Brazil,210306411.0,256762140.0,155526990.0,102264370.0,3755046.0,2021-10-14,0.7395,0.4863,0.0179
Brazil,210306411.0,258849470.0,156015800.0,103527060.0,4093579.0,2021-10-15,0.7418,0.4923,0.0195
Brazil,210306411.0,260157870.0,156313970.0,104314310.0,4320556.0,2021-10-16,0.7433,0.496,0.0205
Brazil,210306411.0,260683280.0,156420270.0,104630776.0,4428544.0,2021-10-17,0.7438,0.4975,0.0211
Brazil,210306411.0,261824130.0,156558620.0,105223360.0,4839664.0,2021-10-18,0.7444,0.5003,0.023
Brazil,210306411.0,263569540.0,156892320.0,106356340.0,5137429.0,2021-10-19,0.746,0.5057,0.0244
Brazil,210306411.0,265607330.0,157322780.0,107582220.0,5525142.0,2021-10-20,0.7481,0.5115,0.0263
Brazil,210306411.0,266620080.0,157475040.0,108197260.0,5771569.0,2021-10-21,0.7488,0.5145,0.0274
Brazil,210306411.0,267964030.0,157680000.0,108994430.0,6117946.0,2021-10-22,0.7498,0.5183,0.0291
Brazil,210306411.0,268638500.0,157810510.0,109422130.0,6234557.0,2021-10-23,0.7504,0.5203,0.0296
Brazil,210306411.0,269442500.0,157986320.0,109945760.0,6340977.0,2021-10-24,0.7512,0.5228,0.0302
Brazil,210306411.0,271861950.0,158281330.0,111550520.0,6864893.0,2021-10-25,0.7526,0.5304,0.0326
Brazil,210306411.0,273720300.0,158619660.0,112584030.0,7348675.0,2021-10-26,0.7542,0.5353,0.0349
Brazil,210306411.0,275436450.0,158890660.0,113647160.0,7732904.0,2021-10-27,0.7555,0.5404,0.0368
Brazil,210306411.0,277057540.0,159171330.0,114610870.0,8109625.0,2021-10-28,0.7569,0.545,0.0386
Brazil,210306411.0,278686720.0,159412910.0,115562500.0,8548187.0,2021-10-29,0.758,0.5495,0.0406
Brazil,210306411.0,279265150.0,159518260.0,115897380.0,8687173.0,2021-10-30,0.7585,0.5511,0.0413
Brazil,210306411.0,279666140.0,159589150.0,116117550.0,8798263.0,2021-10-31,0.7588,0.5521,0.0418
Brazil,210306411.0,279959230.0,159631470.0,116288960.0,8877862.0,2021-11-01,0.759,0.553,0.0422
Brazil,210306411.0,280181200.0,159667970.0,116399784.0,8952577.0,2021-11-02,0.7592,0.5535,0.0426
Brazil,210306411.0,281228640.0,159792320.0,117020090.0,9256939.0,2021-11-03,0.7598,0.5564,0.044
Brazil,210306411.0,282661800.0,160056060.0,117929780.0,9518430.0,2021-11-04,0.7611,0.5608,0.0453
Brazil,210306411.0,284683970.0,160333900.0,119243096.0,9942921.0,2021-11-05,0.7624,0.567,0.0473
Brazil,210306411.0,285378180.0,160423950.0,119655280.0,10135262.0,2021-11-06,0.7628,0.569,0.0482
Brazil,210306411.0,285943140.0,160707870.0,119901570.0,10172914.0,2021-11-07,0.7642,0.5701,0.0484
Brazil,210306411.0,287531800.0,160972000.0,120880424.0,10547189.0,2021-11-08,0.7654,0.5748,0.0502
Brazil,210306411.0,288956200.0,161179470.0,121738610.0,10886116.0,2021-11-09,0.7664,0.5789,0.0518
Brazil,210306411.0,290429540.0,161412780.0,122635900.0,11230958.0,2021-11-10,0.7675,0.5831,0.0534
Brazil,210306411.0,292021220.0,161690780.0,123598780.0,11584564.0,2021-11-11,0.7688,0.5877,0.0551
Brazil,210306411.0,293253500.0,161743150.0,124416550.0,11947900.0,2021-11-12,0.7691,0.5916,0.0568
Brazil,210306411.0,293936450.0,161814220.0,124872030.0,12105575.0,2021-11-13,0.7694,0.5938,0.0576
Brazil,210306411.0,294339600.0,161908500.0,125123660.0,12162832.0,2021-11-14,0.7699,0.595,0.0578
Brazil,210306411.0,294928220.0,161973120.0,125467470.0,12343281.0,2021-11-15,0.7702,0.5966,0.0587
Brazil,210306411.0,295624600.0,162028080.0,125915850.0,12537109.0,2021-11-16,0.7704,0.5987,0.0596
Brazil,210306411.0,297253220.0,162257540.0,126961440.0,12891623.0,2021-11-17,0.7715,0.6037,0.0613
Brazil,210306411.0,298447740.0,162397680.0,127639600.0,13268488.0,2021-11-18,0.7722,0.6069,0.0631
Brazil,210306411.0,299734720.0,162554500.0,128377050.0,13665714.0,2021-11-19,0.7729,0.6104,0.065
Brazil,210306411.0,300573500.0,162688770.0,128851410.0,13896415.0,2021-11-20,0.7736,0.6127,0.0661
Brazil,210306411.0,301182750.0,162812580.0,129200210.0,14033709.0,2021-11-21,0.7742,0.6143,0.0667
Brazil,210306411.0,302331070.0,162957800.0,129832020.0,14406374.0,2021-11-22,0.7749,0.6173,0.0685
Brazil,210306411.0,303515420.0,163108530.0,130530870.0,14741803.0,2021-11-23,0.7756,0.6207,0.0701
Brazil,210306411.0,304659200.0,163216460.0,131215920.0,15093083.0,2021-11-24,0.7761,0.6239,0.0718
Brazil,210306411.0,305503200.0,163342820.0,131709250.0,15316348.0,2021-11-25,0.7767,0.6263,0.0728
Brazil,210306411.0,306741900.0,163546800.0,132395864.0,15662595.0,2021-11-26,0.7777,0.6295,0.0745
Brazil,210306411.0,307205300.0,163607250.0,132667096.0,15794900.0,2021-11-27,0.7779,0.6308,0.0751
Brazil,210306411.0,307583400.0,163684750.0,132895370.0,15889956.0,2021-11-28,0.7783,0.6319,0.0756
Brazil,210306411.0,307817820.0,163706610.0,133029590.0,15967140.0,2021-11-29,0.7784,0.6326,0.0759
Brazil,210306411.0,309486600.0,163926500.0,133911230.0,16537956.0,2021-11-30,0.7795,0.6367,0.0786
Brazil,210306411.0,310770500.0,164159540.0,134636860.0,16866381.0,2021-12-01,0.7806,0.6402,0.0802
Brazil,210306411.0,311950400.0,164290460.0,135324510.0,17229559.0,2021-12-02,0.7812,0.6435,0.0819
Brazil,210306411.0,313665020.0,164457500.0,136438560.0,17665501.0,2021-12-03,0.782,0.6488,0.084
Brazil,210306411.0,314450780.0,164543600.0,136830600.0,17974402.0,2021-12-04,0.7824,0.6506,0.0855
Brazil,210306411.0,314612220.0,164589730.0,136905310.0,18014777.0,2021-12-05,0.7826,0.651,0.0857
Brazil,210306411.0,315518300.0,164604780.0,137355250.0,18457123.0,2021-12-06,0.7827,0.6531,0.0878
Brazil,210306411.0,316677020.0,164711740.0,137905920.0,18958874.0,2021-12-07,0.7832,0.6557,0.0901
Brazil,210306411.0,317474200.0,164800430.0,138249800.0,19322836.0,2021-12-08,0.7836,0.6574,0.0919
Brazil,210306411.0,318799260.0,164914820.0,138924350.0,19859727.0,2021-12-09,0.7842,0.6606,0.0944
Brazil,210306411.0,319739100.0,164914820.0,139320690.0,20304256.0,2021-12-10,0.7842,0.6625,0.0965
Brazil,210306411.0,319980130.0,164914820.0,139389520.0,20456996.0,2021-12-11,0.7842,0.6628,0.0973
Brazil,210306411.0,320112450.0,164914820.0,139421700.0,20544800.0,2021-12-12,0.7842,0.6629,0.0977
Brazil,210306411.0,320737950.0,164914820.0,139783900.0,20966748.0,2021-12-13,0.7842,0.6647,0.0997
Brazil,210306411.0,321601400.0,164933940.0,140151970.0,21417495.0,2021-12-14,0.7843,0.6664,0.1018
Brazil,210306411.0,322902300.0,165135180.0,140902990.0,21767091.0,2021-12-15,0.7852,0.67,0.1035
Brazil,210306411.0,323831100.0,165279020.0,141175070.0,22280659.0,2021-12-16,0.7859,0.6713,0.1059
Brazil,210306411.0,324589540.0,165393980.0,141411660.0,22689115.0,2021-12-17,0.7864,0.6724,0.1079
Brazil,210306411.0,324798700.0,165409170.0,141474540.0,22820476.0,2021-12-18,0.7865,0.6727,0.1085
Brazil,210306411.0,324846700.0,165417890.0,141488100.0,22846232.0,2021-12-19,0.7866,0.6728,0.1086
Brazil,210306411.0,325593470.0,165471300.0,141702260.0,23326643.0,2021-12-20,0.7868,0.6738,0.1109
Brazil,210306411.0,326335550.0,165554580.0,141915570.0,23775890.0,2021-12-21,0.7872,0.6748,0.1131
Brazil,210306411.0,327562750.0,165836450.0,142378720.0,24268862.0,2021-12-22,0.7885,0.677,0.1154
Brazil,210306411.0,328473900.0,165894300.0,142378720.0,24687765.0,2021-12-23,0.7888,0.677,0.1174
Brazil,210306411.0,328473900.0,165894300.0,142378720.0,24687765.0,2021-12-24,0.7888,0.677,0.1174
Brazil,210306411.0,328473900.0,165894300.0,142378720.0,24687765.0,2021-12-25,0.7888,0.677,0.1174
Brazil,210306411.0,328473900.0,165894300.0,142378720.0,24687765.0,2021-12-26,0.7888,0.677,0.1174
Brazil,210306411.0,329011360.0,165952030.0,142764290.0,25218893.0,2021-12-27,0.7891,0.6788,0.1199
Brazil,210306411.0,329861730.0,166062260.0,142965730.0,25758909.0,2021-12-28,0.7896,0.6798,0.1225
Brazil,210306411.0,330718460.0,166143380.0,143282080.0,26219623.0,2021-12-29,0.79,0.6813,0.1247
Brazil,210306411.0,331164030.0,166185630.0,143398690.0,26507937.0,2021-12-30,0.7902,0.6819,0.126
Brazil,210306411.0,331273920.0,166195500.0,143436020.0,26571077.0,2021-12-31,0.7903,0.682,0.1263
Brazil,210306411.0,331292260.0,166199310.0,143441280.0,26580353.0,2022-01-01,0.7903,0.6821,0.1264
Brazil,210306411.0,331335840.0,166206720.0,143462400.0,26595450.0,2022-01-02,0.7903,0.6822,0.1265
Brazil,210306411.0,332076830.0,166320660.0,143723400.0,27021302.0,2022-01-03,0.7908,0.6834,0.1285
Brazil,210306411.0,332903330.0,166426980.0,143762370.0,27644424.0,2022-01-04,0.7914,0.6836,0.1314
Brazil,210306411.0,333627870.0,166475760.0,143877220.0,28208100.0,2022-01-05,0.7916,0.6841,0.1341
Brazil,210306411.0,333627870.0,166475760.0,143877220.0,28208100.0,2022-01-06,0.7916,0.6841,0.1341
Brazil,210306411.0,333627870.0,166475760.0,143877220.0,28208100.0,2022-01-07,0.7916,0.6841,0.1341
Brazil,210306411.0,333627870.0,166475760.0,143877220.0,28208100.0,2022-01-08,0.7916,0.6841,0.1341
Brazil,210306411.0,335742900.0,166618510.0,144380530.0,29681866.0,2022-01-09,0.7923,0.6865,0.1411
Brazil,210306411.0,336825920.0,166713280.0,144723820.0,30328376.0,2022-01-10,0.7927,0.6882,0.1442
Brazil,210306411.0,337655170.0,166769660.0,144866940.0,30964122.0,2022-01-11,0.793,0.6888,0.1472
Brazil,210306411.0,338386100.0,166772200.0,145005060.0,31555580.0,2022-01-12,0.793,0.6895,0.15
Brazil,210306411.0,339257020.0,166833340.0,145252460.0,32119256.0,2022-01-13,0.7933,0.6907,0.1527
Brazil,210306411.0,339988960.0,166870350.0,145379250.0,32689339.0,2022-01-14,0.7935,0.6913,0.1554
Brazil,210306411.0,340281920.0,166909230.0,145459360.0,32865633.0,2022-01-15,0.7936,0.6917,0.1563
Brazil,210306411.0,343352670.0,167093150.0,146291730.0,34925304.0,2022-01-16,0.7945,0.6956,0.1661
Brazil,210306411.0,347329280.0,167330260.0,147223760.0,37734662.0,2022-01-17,0.7956,0.7,0.1794
Brazil,210306411.0,348164640.0,167385860.0,147536850.0,38204173.0,2022-01-18,0.7959,0.7015,0.1817
Brazil,210306411.0,349495230.0,167547300.0,147737980.0,39175254.0,2022-01-19,0.7967,0.7025,0.1863
Brazil,210306411.0,350629280.0,167751970.0,148043970.0,39815665.0,2022-01-20,0.7977,0.7039,0.1893
Brazil,210306411.0,351485980.0,167875060.0,148225620.0,40368648.0,2022-01-21,0.7982,0.7048,0.192
Brazil,210306411.0,352744900.0,168014780.0,148534160.0,41179575.0,2022-01-22,0.7989,0.7063,0.1958
Brazil,210306411.0,352952220.0,168090880.0,148571660.0,41273385.0,2022-01-23,0.7993,0.7065,0.1963
Brazil,210306411.0,354878140.0,168341120.0,148929420.0,42592544.0,2022-01-24,0.8005,0.7082,0.2025
Brazil,210306411.0,355987230.0,168546500.0,149165540.0,43260640.0,2022-01-25,0.8014,0.7093,0.2057
Brazil,210306411.0,357133000.0,168921070.0,149273730.0,43930017.0,2022-01-26,0.8032,0.7098,0.2089
Brazil,210306411.0,358789920.0,169261100.0,149542400.0,44986684.0,2022-01-27,0.8048,0.7111,0.2139
Brazil,210306411.0,360492740.0,169619420.0,149714060.0,46174206.0,2022-01-28,0.8065,0.7119,0.2196
Brazil,210306411.0,361165200.0,169825840.0,149779550.0,46576117.0,2022-01-29,0.8075,0.7122,0.2215
Brazil,210306411.0,361309660.0,169865540.0,149793540.0,46667050.0,2022-01-30,0.8077,0.7123,0.2219
Brazil,210306411.0,362503200.0,170322130.0,149930850.0,47268419.0,2022-01-31,0.8099,0.7129,0.2248
Brazil,210306411.0,363827260.0,170599220.0,150040850.0,48206588.0,2022-02-01,0.8112,0.7134,0.2292
Brazil,210306411.0,365113860.0,170911860.0,150259410.0,48964197.0,2022-02-02,0.8127,0.7145,0.2328
Brazil,210306411.0,366488450.0,171219040.0,150497400.0,49796615.0,2022-02-03,0.8141,0.7156,0.2368
Brazil,210306411.0,367778200.0,171783310.0,150682480.0,50350832.0,2022-02-04,0.8168,0.7165,0.2394
Brazil,210306411.0,368572350.0,172107470.0,150764880.0,50739982.0,2022-02-05,0.8184,0.7169,0.2413
Brazil,210306411.0,369521060.0,172186640.0,150868540.0,51506685.0,2022-02-06,0.8187,0.7174,0.2449
Brazil,210306411.0,370659870.0,172652510.0,150995920.0,52053080.0,2022-02-07,0.821,0.718,0.2475
Brazil,210306411.0,371840450.0,172885950.0,151169150.0,52827090.0,2022-02-08,0.8221,0.7188,0.2512
Brazil,210306411.0,373331740.0,172995870.0,151496830.0,53864593.0,2022-02-09,0.8226,0.7204,0.2561
Brazil,210306411.0,375028160.0,173402820.0,151866860.0,54786812.0,2022-02-10,0.8245,0.7221,0.2605
Brazil,210306411.0,376813730.0,173901090.0,152092270.0,55852904.0,2022-02-11,0.8269,0.7232,0.2656
Brazil,210306411.0,377626300.0,174117730.0,152194700.0,56346995.0,2022-02-12,0.8279,0.7237,0.2679
Brazil,210306411.0,378011200.0,174214430.0,152338800.0,56491813.0,2022-02-13,0.8284,0.7244,0.2686
Brazil,210306411.0,378917760.0,174420800.0,152482990.0,57031422.0,2022-02-14,0.8294,0.7251,0.2712
Brazil,210306411.0,379776350.0,174665420.0,152576030.0,57563050.0,2022-02-15,0.8305,0.7255,0.2737
Brazil,210306411.0,380878270.0,174949010.0,152751780.0,58207145.0,2022-02-16,0.8319,0.7263,0.2768
Brazil,210306411.0,382196740.0,175209010.0,152934930.0,59085282.0,2022-02-17,0.8331,0.7272,0.2809
Brazil,210306411.0,384112600.0,175933940.0,153259170.0,59954912.0,2022-02-18,0.8366,0.7287,0.2851
Brazil,210306411.0,385030800.0,176141500.0,153450990.0,60474794.0,2022-02-19,0.8375,0.7297,0.2876
Brazil,210306411.0,385406300.0,176222270.0,153503890.0,60718386.0,2022-02-20,0.8379,0.7299,0.2887
Brazil,210306411.0,386298300.0,176406600.0,153654200.0,61279432.0,2022-02-21,0.8388,0.7306,0.2914
Brazil,210306411.0,387226180.0,176625570.0,153776060.0,61867668.0,2022-02-22,0.8398,0.7312,0.2942
Brazil,210306411.0,388306880.0,176920320.0,154064350.0,62367146.0,2022-02-23,0.8413,0.7326,0.2966
Brazil,210306411.0,389748380.0,177174500.0,154310610.0,63304898.0,2022-02-24,0.8425,0.7337,0.301
Brazil,210306411.0,391253150.0,177448930.0,154573860.0,64282472.0,2022-02-25,0.8438,0.735,0.3057
Brazil,210306411.0,391785020.0,177544800.0,154668480.0,64624776.0,2022-02-26,0.8442,0.7354,0.3073
Brazil,210306411.0,391970430.0,177579710.0,154719000.0,64725099.0,2022-02-27,0.8444,0.7357,0.3078
Brazil,210306411.0,392763650.0,177742260.0,155044540.0,65031675.0,2022-02-28,0.8452,0.7372,0.3092
Brazil,210306411.0,392925630.0,177836860.0,155071700.0,65073212.0,2022-03-01,0.8456,0.7374,0.3094
Brazil,210306411.0,392925630.0,177836860.0,155071700.0,65073212.0,2022-03-02,0.8456,0.7374,0.3094
Brazil,210306411.0,394111800.0,177987740.0,155380080.0,65802661.0,2022-03-03,0.8463,0.7388,0.3129
Brazil,210306411.0,394812860.0,178113010.0,155569400.0,66190014.0,2022-03-04,0.8469,0.7397,0.3147
Brazil,210306411.0,395464830.0,178203890.0,155711620.0,66609966.0,2022-03-05,0.8474,0.7404,0.3167
Brazil,210306411.0,395658980.0,178245540.0,155740450.0,66734054.0,2022-03-06,0.8476,0.7405,0.3173
Brazil,210306411.0,396537300.0,178366450.0,155930530.0,67303447.0,2022-03-07,0.8481,0.7414,0.32
Brazil,210306411.0,397386270.0,178486270.0,156114740.0,67849960.0,2022-03-08,0.8487,0.7423,0.3226
Brazil,210306411.0,398449120.0,178657740.0,156339800.0,68529303.0,2022-03-09,0.8495,0.7434,0.3259
Brazil,210306411.0,400536060.0,179288500.0,157250830.0,69072506.0,2022-03-10,0.8525,0.7477,0.3284
Brazil,210306411.0,401272000.0,179411780.0,157418580.0,69520035.0,2022-03-11,0.8531,0.7485,0.3306
Brazil,210306411.0,402357630.0,179715580.0,157623250.0,70098817.0,2022-03-12,0.8545,0.7495,0.3333
Brazil,210306411.0,402573300.0,179754580.0,157662860.0,70236716.0,2022-03-13,0.8547,0.7497,0.334
Brazil,210306411.0,403286500.0,179853600.0,157830130.0,70685742.0,2022-03-14,0.8552,0.7505,0.3361
Brazil,210306411.0,403856900.0,179913620.0,157992530.0,71035349.0,2022-03-15,0.8555,0.7512,0.3378
Brazil,210306411.0,404885150.0,180005710.0,158245100.0,71727611.0,2022-03-16,0.8559,0.7525,0.3411
Brazil,210306411.0,405634660.0,180093700.0,158439100.0,72198007.0,2022-03-17,0.8563,0.7534,0.3433
Brazil,210306411.0,406685440.0,180265230.0,158682960.0,72838901.0,2022-03-18,0.8572,0.7545,0.3463
Brazil,210306411.0,407274460.0,180341200.0,158832350.0,73204533.0,2022-03-19,0.8575,0.7552,0.3481
Brazil,210306411.0,407435780.0,180360130.0,158863540.0,73315989.0,2022-03-20,0.8576,0.7554,0.3486
Brazil,210306411.0,408348030.0,180469260.0,159101360.0,73883571.0,2022-03-21,0.8581,0.7565,0.3513
Brazil,210306411.0,408962000.0,180523620.0,159240420.0,74304721.0,2022-03-22,0.8584,0.7572,0.3533
Brazil,210306411.0,409606980.0,180592460.0,159388080.0,74734058.0,2022-03-23,0.8587,0.7579,0.3554
Brazil,210306411.0,410175840.0,180653780.0,159513420.0,75117268.0,2022-03-24,0.859,0.7585,0.3572
Brazil,210306411.0,410860640.0,180726800.0,159673500.0,75570590.0,2022-03-25,0.8593,0.7592,0.3593
Brazil,210306411.0,411116200.0,180758000.0,159756180.0,75715420.0,2022-03-26,0.8595,0.7596,0.36
Brazil,210306411.0,411548200.0,180800030.0,159842860.0,76020080.0,2022-03-27,0.8597,0.76,0.3615
Brazil,210306411.0,412177020.0,180881630.0,160008930.0,76412684.0,2022-03-28,0.8601,0.7608,0.3633
Brazil,210306411.0,413559580.0,181078060.0,160272860.0,77336806.0,2022-03-29,0.861,0.7621,0.3677
Brazil,210306411.0,414606100.0,181174370.0,160525440.0,78038061.0,2022-03-30,0.8615,0.7633,0.3711
Brazil,210306411.0,415350900.0,181233280.0,160706750.0,78545054.0,2022-03-31,0.8618,0.7642,0.3735
Brazil,210306411.0,415350900.0,181233280.0,160706750.0,78545054.0,2022-04-01,0.8618,0.7642,0.3735
Brazil,210306411.0,415350900.0,181233280.0,160706750.0,78545054.0,2022-04-02,0.8618,0.7642,0.3735
Brazil,210306411.0,416625500.0,181342980.0,161015550.0,79407896.0,2022-04-03,0.8623,0.7656,0.3776
Brazil,210306411.0,417150370.0,181374540.0,161109810.0,79808443.0,2022-04-04,0.8624,0.7661,0.3795
Brazil,210306411.0,418081280.0,181451940.0,161296450.0,80480994.0,2022-04-05,0.8628,0.767,0.3827
Brazil,210306411.0,418988800.0,181544320.0,161485600.0,81135417.0,2022-04-06,0.8632,0.7679,0.3858
Brazil,210306411.0,419669100.0,181596640.0,161634000.0,81617827.0,2022-04-07,0.8635,0.7686,0.3881
Brazil,210306411.0,420411070.0,181653000.0,161802140.0,82140278.0,2022-04-08,0.8638,0.7694,0.3906
Brazil,210306411.0,420841280.0,181687020.0,161882740.0,82460566.0,2022-04-09,0.8639,0.7697,0.3921
Brazil,210306411.0,421028480.0,181702100.0,161924220.0,82594423.0,2022-04-10,0.864,0.7699,0.3927
Brazil,210306411.0,421634430.0,181755180.0,162079970.0,82993482.0,2022-04-11,0.8642,0.7707,0.3946
Brazil,210306411.0,422368130.0,181810160.0,162237060.0,83518646.0,2022-04-12,0.8645,0.7714,0.3971
Brazil,210306411.0,422804500.0,181841380.0,162328260.0,83836874.0,2022-04-13,0.8646,0.7719,0.3986
Brazil,210306411.0,423594600.0,181894980.0,162490300.0,84414525.0,2022-04-14,0.8649,0.7726,0.4014
Brazil,210306411.0,423594600.0,181894980.0,162490300.0,84414525.0,2022-04-15,0.8649,0.7726,0.4014
Brazil,210306411.0,423594600.0,181894980.0,162490300.0,84414525.0,2022-04-16,0.8649,0.7726,0.4014
Brazil,210306411.0,424058500.0,181975540.0,162589380.0,84700482.0,2022-04-17,0.8653,0.7731,0.4027
Brazil,210306411.0,424403140.0,182010640.0,162689890.0,84910442.0,2022-04-18,0.8655,0.7736,0.4037
Brazil,210306411.0,425301200.0,182287360.0,162888300.0,85336548.0,2022-04-19,0.8668,0.7745,0.4058
Brazil,210306411.0,426002140.0,182324200.0,163106060.0,85785089.0,2022-04-20,0.8669,0.7756,0.4079
Brazil,210306411.0,426445200.0,182365680.0,163228940.0,86064638.0,2022-04-21,0.8671,0.7761,0.4092
Brazil,210306411.0,426445200.0,182365680.0,163228940.0,86064638.0,2022-04-22,0.8671,0.7761,0.4092
Brazil,210306411.0,426684000.0,182395740.0,163322270.0,86180459.0,2022-04-23,0.8673,0.7766,0.4098
Brazil,210306411.0,426686050.0,182395820.0,163322560.0,86182146.0,2022-04-24,0.8673,0.7766,0.4098
Brazil,210306411.0,426987460.0,182426990.0,163400960.0,86375300.0,2022-04-25,0.8674,0.777,0.4107
Brazil,210306411.0,427262940.0,182455170.0,163481920.0,86543564.0,2022-04-26,0.8676,0.7774,0.4115
Brazil,210306411.0,428179260.0,182519780.0,163675730.0,87204205.0,2022-04-27,0.8679,0.7783,0.4147
Brazil,210306411.0,428748700.0,182563730.0,163815870.0,87591331.0,2022-04-28,0.8681,0.7789,0.4165
Brazil,210306411.0,429202400.0,182599070.0,163923500.0,87903408.0,2022-04-29,0.8683,0.7795,0.418
Brazil,210306411.0,429202400.0,182599070.0,163923500.0,87903408.0,2022-04-30,0.8683,0.7795,0.418
Brazil,210306411.0,429613280.0,182623310.0,163989680.0,88224899.0,2022-05-01,0.8684,0.7798,0.4195
Brazil,210306411.0,430000420.0,182665760.0,164101620.0,88458624.0,2022-05-02,0.8686,0.7803,0.4206
Brazil,210306411.0,430435330.0,182707630.0,164217810.0,88736521.0,2022-05-03,0.8688,0.7809,0.4219
Brazil,210306411.0,430951260.0,182778370.0,164385390.0,89015754.0,2022-05-04,0.8691,0.7816,0.4233
Brazil,210306411.0,431278900.0,182800350.0,164464910.0,89242341.0,2022-05-05,0.8692,0.782,0.4243
Brazil,210306411.0,431859330.0,182850460.0,164564160.0,89674756.0,2022-05-06,0.8694,0.7825,0.4264
Brazil,210306411.0,432025100.0,182860130.0,164594080.0,89801425.0,2022-05-07,0.8695,0.7826,0.427
Brazil,210306411.0,432134460.0,182871060.0,164611410.0,89882749.0,2022-05-08,0.8695,0.7827,0.4274
Brazil,210306411.0,432354800.0,182895360.0,164655890.0,90034922.0,2022-05-09,0.8697,0.7829,0.4281
Brazil,210306411.0,432639360.0,182912980.0,164719120.0,90239407.0,2022-05-10,0.8697,0.7832,0.4291
Brazil,210306411.0,434019500.0,183059680.0,165033360.0,91160592.0,2022-05-11,0.8704,0.7847,0.4335
Brazil,210306411.0,435017280.0,183119660.0,165122240.0,92022577.0,2022-05-12,0.8707,0.7852,0.4376
Brazil,210306411.0,435185470.0,183131860.0,165160300.0,92140991.0,2022-05-13,0.8708,0.7853,0.4381
Brazil,210306411.0,435226300.0,183134050.0,165170620.0,92169363.0,2022-05-14,0.8708,0.7854,0.4383
Brazil,210306411.0,435243420.0,183135100.0,165173310.0,92182749.0,2022-05-15,0.8708,0.7854,0.4383
Brazil,210306411.0,435312100.0,183142930.0,165182830.0,92236350.0,2022-05-16,0.8708,0.7854,0.4386
Brazil,210306411.0,435312100.0,183142930.0,165182830.0,92236350.0,2022-05-17,0.8708,0.7854,0.4386
Brazil,210306411.0,436276900.0,183205520.0,165396480.0,92931571.0,2022-05-18,0.8711,0.7865,0.4419
Brazil,210306411.0,436936640.0,183241820.0,165448320.0,93504050.0,2022-05-19,0.8713,0.7867,0.4446
Brazil,210306411.0,437099620.0,183251230.0,165506160.0,93600217.0,2022-05-20,0.8714,0.787,0.4451
Brazil,210306411.0,437142050.0,183256110.0,165518800.0,93625233.0,2022-05-21,0.8714,0.787,0.4452
Brazil,210306411.0,437142050.0,183256110.0,165518800.0,93625233.0,2022-05-22,0.8714,0.787,0.4452
Brazil,210306411.0,437142050.0,183256110.0,165518800.0,93625233.0,2022-05-23,0.8714,0.787,0.4452
Brazil,210306411.0,437142050.0,183256110.0,165518800.0,93625233.0,2022-05-24,0.8714,0.787,0.4452
Brazil,210306411.0,437142050.0,183256110.0,165518800.0,93625233.0,2022-05-25,0.8714,0.787,0.4452
Brazil,210306411.0,438839740.0,183699540.0,165816600.0,94587179.0,2022-05-26,0.8735,0.7885,0.4498
Brazil,210306411.0,440230100.0,183815090.0,165961520.0,95726593.0,2022-05-27,0.874,0.7891,0.4552
Brazil,210306411.0,440558620.0,183853220.0,166003440.0,95975713.0,2022-05-28,0.8742,0.7893,0.4564
Brazil,210306411.0,440647780.0,183859100.0,166018560.0,96043999.0,2022-05-29,0.8742,0.7894,0.4567
Brazil,210306411.0,440887460.0,183885180.0,166071940.0,96205270.0,2022-05-30,0.8744,0.7897,0.4575
Brazil,210306411.0,441054000.0,183894670.0,166104270.0,96330487.0,2022-05-31,0.8744,0.7898,0.458
Brazil,210306411.0,441279970.0,183925330.0,166164000.0,96467250.0,2022-06-01,0.8746,0.7901,0.4587
Brazil,210306411.0,441279970.0,183925330.0,166164000.0,96467250.0,2022-06-02,0.8746,0.7901,0.4587
Brazil,210306411.0,442571330.0,184018930.0,166365250.0,97467265.0,2022-06-03,0.875,0.7911,0.4635
Brazil,210306411.0,443278530.0,184062380.0,166424510.0,98075029.0,2022-06-04,0.8752,0.7913,0.4663
