data,novos_casos,novas_mortes,total_casos,total_mortes,porcentagem_primeira_dose,porcentagem_segunda_dose,porcentagem_dose_reforco
2021-01-01,0.0,0.0,7703971,195541,,,
2021-01-02,15353.0,293.0,7719324,195834,,,
2021-01-03,17190.0,311.0,7736514,196145,,,
2021-01-04,25039.0,597.0,7761553,196742,,,
2021-01-05,58083.0,1188.0,7819636,197930,,,
2021-01-06,62507.0,1231.0,7882143,199161,,,
2021-01-07,87969.0,1518.0,7970112,200679,,,
2021-01-08,59586.0,1081.0,8029698,201760,,,
2021-01-09,51393.0,1009.0,8081091,202769,,,
2021-01-10,29027.0,490.0,8110118,203259,,,
2021-01-11,30747.0,491.0,8140865,203750,,,
2021-01-12,64424.0,1125.0,8205289,204875,,,
2021-01-13,59827.0,1264.0,8265116,206139,,,
2021-01-14,68329.0,1154.0,8333445,207293,,,
2021-01-15,69097.0,1135.0,8402542,208428,,,
2021-01-16,58445.0,1014.0,8460987,209442,,,
2021-01-17,31416.0,551.0,8492403,209993,0.0,0.0,0.0
2021-01-18,28933.0,476.0,8521336,210469,0.0,0.0,0.0
2021-01-19,62149.0,1160.0,8583485,211629,0.0001,0.0,0.0
2021-01-20,64477.0,1395.0,8647962,213024,0.0005,0.0,0.0
2021-01-21,58950.0,1347.0,8706912,214371,0.0009,0.0,0.0
2021-01-22,56605.0,1071.0,8763517,215442,0.0022,0.0,0.0
2021-01-23,58298.0,1145.0,8821815,216587,0.0027,0.0,0.0
2021-01-24,28519.0,595.0,8850334,217182,0.0029,0.0,0.0
2021-01-25,30530.0,690.0,8880864,217872,0.0038,0.0,0.0
2021-01-26,61608.0,1155.0,8942472,219027,0.005,0.0,0.0
2021-01-27,64772.0,1336.0,9007244,220363,0.0063,0.0,0.0
2021-01-28,60760.0,1438.0,9068004,221801,0.0074,0.0,0.0
2021-01-29,59503.0,1087.0,9127507,222888,0.0091,0.0,0.0
2021-01-30,53114.0,1192.0,9180621,224080,0.0097,0.0,0.0
2021-01-31,27900.0,568.0,9208521,224648,0.0099,0.0,0.0
2021-02-01,28490.0,623.0,9237011,225271,0.0109,0.0,0.0
2021-02-02,56278.0,1261.0,9293289,226532,0.012,0.0,0.0
2021-02-03,54414.0,1199.0,9347703,227731,0.0133,0.0,0.0
2021-02-04,57107.0,1276.0,9404810,229007,0.0146,0.0,0.0
2021-02-05,51690.0,1251.0,9456500,230258,0.0162,0.0,0.0
2021-02-06,46310.0,937.0,9502810,231195,0.0168,0.0001,0.0
2021-02-07,26162.0,489.0,9528972,231684,0.017,0.0001,0.0
2021-02-08,28586.0,721.0,9557558,232405,0.018,0.0002,0.0
2021-02-09,51217.0,1315.0,9608775,233720,0.0194,0.0002,0.0
2021-02-10,61108.0,1361.0,9669883,235081,0.0206,0.0004,0.0
2021-02-11,53604.0,1442.0,9723487,236523,0.0218,0.0005,0.0
2021-02-12,48942.0,1220.0,9772429,237743,0.0235,0.0008,0.0
2021-02-13,44856.0,1025.0,9817285,238768,0.024,0.0009,0.0
2021-02-14,30723.0,653.0,9848008,239421,0.0241,0.001,0.0
2021-02-15,25808.0,611.0,9873816,240032,0.0253,0.0014,0.0
2021-02-16,65284.0,1092.0,9939100,241124,0.0253,0.0027,0.0
2021-02-17,47225.0,1189.0,9986325,242313,0.0261,0.0034,0.0
2021-02-18,53479.0,1439.0,10039804,243752,0.0268,0.0043,0.0
2021-02-19,52157.0,1331.0,10091961,245083,0.0274,0.005,0.0
2021-02-20,52371.0,1031.0,10144332,246114,0.0277,0.0054,0.0
2021-02-21,29485.0,606.0,10173817,246720,0.0279,0.0056,0.0
2021-02-22,31846.0,711.0,10205663,247431,0.0285,0.0062,0.0
2021-02-23,63585.0,1359.0,10269248,248790,0.0291,0.0068,0.0
2021-02-24,65386.0,1446.0,10334634,250236,0.0295,0.0076,0.0
2021-02-25,68279.0,1575.0,10402913,251811,0.0302,0.0083,0.0
2021-02-26,63395.0,1343.0,10466308,253154,0.0306,0.009,0.0
2021-02-27,58418.0,1252.0,10524726,254406,0.031,0.0091,0.0
2021-02-28,33365.0,773.0,10558091,255179,0.0311,0.0091,0.0
2021-03-01,40385.0,828.0,10598476,256007,0.0324,0.0097,0.0
2021-03-02,59695.0,1721.0,10658171,257728,0.0338,0.0103,0.0
2021-03-03,72899.0,1848.0,10731070,259576,0.0353,0.011,0.0
2021-03-04,76022.0,1808.0,10807092,261384,0.0366,0.0117,0.0
2021-03-05,72505.0,1714.0,10879597,263098,0.0378,0.0124,0.0
2021-03-06,66904.0,1490.0,10946501,264588,0.0387,0.0128,0.0
2021-03-07,81684.0,1098.0,11028185,265686,0.0391,0.0129,0.0
2021-03-08,36585.0,1122.0,11064770,266808,0.0404,0.0136,0.0
2021-03-09,71294.0,1951.0,11136064,268759,0.0417,0.0142,0.0
2021-03-10,81467.0,2381.0,11217531,271140,0.0429,0.0151,0.0
2021-03-11,77071.0,2195.0,11294602,273335,0.0442,0.0158,0.0
2021-03-12,82471.0,2122.0,11377073,275457,0.0454,0.0165,0.0
2021-03-13,70343.0,1956.0,11447416,277413,0.046,0.0169,0.0
2021-03-14,43448.0,1070.0,11490864,278483,0.0462,0.017,0.0
2021-03-15,44314.0,1334.0,11535178,279817,0.048,0.0175,0.0
2021-03-16,85645.0,2850.0,11620823,282667,0.0495,0.0181,0.0
2021-03-17,88652.0,2661.0,11709475,285328,0.051,0.0187,0.0
2021-03-18,87926.0,2724.0,11797401,288052,0.0526,0.0192,0.0
2021-03-19,88259.0,2656.0,11885660,290708,0.0547,0.0196,0.0
2021-03-20,73154.0,2368.0,11958814,293076,0.0558,0.0197,0.0
2021-03-21,47445.0,1247.0,12006259,294323,0.0562,0.0198,0.0
2021-03-22,55970.0,1603.0,12062229,295926,0.0586,0.0202,0.0
2021-03-23,85208.0,3147.0,12147437,299073,0.0609,0.0206,0.0
2021-03-24,90906.0,2317.0,12238343,301390,0.0639,0.0212,0.0
2021-03-25,98261.0,2654.0,12336604,304044,0.0671,0.0216,0.0
2021-03-26,80346.0,3510.0,12416950,307554,0.071,0.0221,0.0
2021-03-27,81703.0,3409.0,12498653,310963,0.0727,0.0223,0.0
2021-03-28,46958.0,1582.0,12545611,312545,0.0738,0.0224,0.0
2021-03-29,42615.0,2013.0,12588226,314558,0.0777,0.0229,0.0
2021-03-30,86441.0,3655.0,12674667,318213,0.0808,0.0236,0.0
2021-03-31,88725.0,3925.0,12763392,322138,0.0844,0.0242,0.0
2021-04-01,87773.0,3655.0,12851165,325793,0.0886,0.0249,0.0
2021-04-02,69375.0,2801.0,12920540,328594,0.0899,0.0251,0.0
2021-04-03,39355.0,1909.0,12959895,330503,0.0914,0.0255,0.0
2021-04-04,32318.0,1242.0,12992213,331745,0.0928,0.0257,0.0
2021-04-05,42674.0,1912.0,13034887,333657,0.0954,0.0266,0.0
2021-04-06,85132.0,4068.0,13120019,337725,0.0991,0.028,0.0
2021-04-07,88696.0,3671.0,13208715,341396,0.1024,0.029,0.0
2021-04-08,88555.0,4148.0,13297270,345544,0.1058,0.0305,0.0
2021-04-09,88110.0,3752.0,13385380,349296,0.1079,0.0326,0.0
2021-04-10,66552.0,2378.0,13451932,351674,0.1098,0.0332,0.0
2021-04-11,39175.0,1857.0,13491107,353531,0.1108,0.0336,0.0
2021-04-12,39650.0,1711.0,13530757,355242,0.1137,0.0352,0.0
2021-04-13,82661.0,3757.0,13613418,358999,0.1164,0.0368,0.0
2021-04-14,74606.0,3445.0,13688024,362444,0.1189,0.0388,0.0
2021-04-15,71183.0,3491.0,13759207,365935,0.1211,0.0408,0.0
2021-04-16,84387.0,3337.0,13843594,369272,0.1227,0.0437,0.0
2021-04-17,68565.0,2877.0,13912159,372149,0.124,0.0453,0.0
2021-04-18,38838.0,1522.0,13950997,373671,0.1246,0.0457,0.0
2021-04-19,36522.0,1756.0,13987519,375427,0.127,0.0485,0.0
2021-04-20,72643.0,3347.0,14060162,378774,0.1293,0.051,0.0
2021-04-21,73988.0,3197.0,14134150,381971,0.1308,0.0521,0.0
2021-04-22,48108.0,2051.0,14182258,384022,0.1326,0.0542,0.0
2021-04-23,69281.0,3042.0,14251539,387064,0.1369,0.0584,0.0
2021-04-24,63781.0,2766.0,14315320,389830,0.1378,0.0595,0.0
2021-04-25,33641.0,1334.0,14348961,391164,0.1381,0.0598,0.0
2021-04-26,32398.0,1380.0,14381359,392544,0.1408,0.0627,0.0
2021-04-27,75844.0,3081.0,14457203,395625,0.144,0.0666,0.0
2021-04-28,77279.0,3012.0,14534482,398637,0.1462,0.0696,0.0
2021-04-29,68614.0,3032.0,14603096,401669,0.1486,0.0722,0.0
2021-04-30,72008.0,2861.0,14675104,404530,0.1507,0.0747,0.0
2021-05-01,58292.0,2240.0,14733396,406770,0.1514,0.0753,0.0
2021-05-02,29288.0,1266.0,14762684,408036,0.1516,0.0755,0.0
2021-05-03,38989.0,1125.0,14801673,409161,0.1538,0.0775,0.0
2021-05-04,69535.0,2979.0,14871208,412140,0.1564,0.0796,0.0
2021-05-05,76372.0,2771.0,14947580,414911,0.1592,0.0812,0.0
2021-05-06,72290.0,2536.0,15019870,417447,0.163,0.0825,0.0
2021-05-07,76844.0,2186.0,15096714,419633,0.1665,0.0839,0.0
2021-05-08,61761.0,2082.0,15158475,421715,0.1676,0.0843,0.0
2021-05-09,32720.0,922.0,15191195,422637,0.1679,0.0844,0.0
2021-05-10,36301.0,1111.0,15227496,423748,0.1708,0.086,0.0
2021-05-11,70106.0,2245.0,15297602,425993,0.1737,0.0874,0.0
2021-05-12,76248.0,2581.0,15373850,428574,0.177,0.0888,0.0
2021-05-13,80030.0,2277.0,15453880,430851,0.1796,0.0895,0.0
2021-05-14,77914.0,2187.0,15531794,433038,0.1822,0.0903,0.0
2021-05-15,67351.0,2001.0,15599145,435039,0.1834,0.0908,0.0
2021-05-16,37564.0,1061.0,15636709,436100,0.1843,0.0912,0.0
2021-05-17,35598.0,1085.0,15672307,437185,0.1868,0.0924,0.0
2021-05-18,74805.0,2451.0,15747112,439636,0.1897,0.0937,0.0
2021-05-19,80263.0,2500.0,15827375,442136,0.1923,0.0948,0.0
2021-05-20,83387.0,2511.0,15910762,444647,0.1954,0.0961,0.0
2021-05-21,76631.0,2126.0,15987393,446773,0.1981,0.0973,0.0
2021-05-22,67896.0,1726.0,16055289,448499,0.1991,0.0978,0.0
2021-05-23,38495.0,889.0,16093784,449388,0.202,0.0989,0.0
2021-05-24,37480.0,862.0,16131264,450250,0.2045,0.1003,0.0
2021-05-25,74041.0,2184.0,16205305,452434,0.207,0.1017,0.0
2021-05-26,80245.0,2463.0,16285550,454897,0.2094,0.1028,0.0
2021-05-27,64531.0,2101.0,16350081,456998,0.2117,0.1038,0.0
2021-05-28,53888.0,2426.0,16403969,459424,0.2153,0.105,0.0
2021-05-29,75863.0,1941.0,16479832,461365,0.2168,0.1054,0.0
2021-05-30,41449.0,913.0,16521281,462278,0.2172,0.1055,0.0
2021-05-31,36607.0,966.0,16557888,463244,0.2203,0.1062,0.0
2021-06-01,78913.0,2334.0,16636801,465578,0.2232,0.1072,0.0
2021-06-02,96278.0,2508.0,16733079,468086,0.2275,0.1086,0.0
2021-06-03,76067.0,1914.0,16809146,470000,0.2298,0.109,0.0
2021-06-04,43171.0,1191.0,16852317,471191,0.2328,0.1094,0.0
2021-06-05,61667.0,1670.0,16913984,472861,0.2353,0.1098,0.0
2021-06-06,40343.0,880.0,16954327,473741,0.2363,0.11,0.0
2021-06-07,39716.0,1149.0,16994043,474890,0.2396,0.1105,0.0
2021-06-08,55713.0,2648.0,17049756,477538,0.2449,0.1113,0.0
2021-06-09,84867.0,2392.0,17134623,479930,0.25,0.112,0.0
2021-06-10,91244.0,2505.0,17225867,482435,0.2548,0.1125,0.0
2021-06-11,86312.0,2177.0,17312179,484612,0.26,0.1131,0.0
2021-06-12,73773.0,1974.0,17385952,486586,0.2629,0.1133,0.0
2021-06-13,36984.0,1120.0,17422936,487706,0.2645,0.1134,0.0
2021-06-14,42692.0,1020.0,17465628,488726,0.2694,0.1137,0.0
2021-06-15,87141.0,2685.0,17552769,491411,0.2754,0.1143,0.0
2021-06-16,86528.0,2702.0,17639297,494113,0.2809,0.1147,0.0
2021-06-17,76492.0,2314.0,17715789,496427,0.2909,0.1153,0.0
2021-06-18,95444.0,2476.0,17811233,498903,0.2985,0.1159,0.0
2021-06-19,77934.0,2205.0,17889167,501108,0.3027,0.1163,0.0
2021-06-20,44587.0,1031.0,17933754,502139,0.3048,0.1164,0.0
2021-06-21,45410.0,981.0,17979164,503120,0.3111,0.1169,0.0
2021-06-22,124248.0,2103.0,18103412,505223,0.3171,0.1176,0.0
2021-06-23,77396.0,2265.0,18180808,507488,0.3228,0.1184,0.0
2021-06-24,76624.0,2038.0,18257432,509526,0.3286,0.1199,0.0
2021-06-25,75061.0,2008.0,18332493,511534,0.3346,0.1208,0.0
2021-06-26,60665.0,1517.0,18393158,513051,0.338,0.1214,0.0
2021-06-27,31980.0,721.0,18425138,513772,0.3391,0.1216,0.0
2021-06-28,32059.0,714.0,18457197,514486,0.3439,0.123,0.0
2021-06-29,65956.0,1938.0,18523153,516424,0.3516,0.1253,0.0
2021-06-30,47143.0,2064.0,18570296,518488,0.3571,0.1267,0.0
2021-07-01,61130.0,1932.0,18631426,520420,0.3627,0.1281,0.0
2021-07-02,63572.0,1876.0,18694998,522296,0.3689,0.1296,0.0
2021-07-03,53733.0,1636.0,18748731,523932,0.3719,0.1304,0.0
2021-07-04,25462.0,771.0,18774193,524703,0.3733,0.1307,0.0
2021-07-05,27935.0,789.0,18802128,525492,0.3796,0.1324,0.0
2021-07-06,61683.0,1759.0,18863811,527251,0.3859,0.1347,0.0
2021-07-07,54167.0,1585.0,18917978,528836,0.393,0.1376,0.0
2021-07-08,54147.0,1727.0,18972125,530563,0.3992,0.1405,0.0
2021-07-09,58452.0,1472.0,19030577,532035,0.405,0.1429,0.0
2021-07-10,44121.0,1158.0,19074698,533193,0.4086,0.1445,0.0
2021-07-11,19147.0,565.0,19093845,533758,0.4102,0.1452,0.0
2021-07-12,19233.0,782.0,19113078,534540,0.4149,0.1474,0.0
2021-07-13,48566.0,1659.0,19161644,536199,0.4203,0.1501,0.0
2021-07-14,56097.0,1536.0,19217741,537735,0.4253,0.1532,0.0
2021-07-15,54398.0,1609.0,19272139,539344,0.4315,0.1561,0.0
2021-07-16,42915.0,1389.0,19315054,540733,0.4362,0.1591,0.0
2021-07-17,49030.0,1271.0,19364084,542004,0.4395,0.1608,0.0
2021-07-18,16747.0,481.0,19380831,542485,0.4405,0.1612,0.0
2021-07-19,16756.0,668.0,19397587,543153,0.446,0.1635,0.0
2021-07-20,31149.0,1379.0,19428736,544532,0.4522,0.1667,0.0
2021-07-21,55836.0,1400.0,19484572,545932,0.4579,0.1703,0.0
2021-07-22,48681.0,1431.0,19533253,547363,0.4633,0.1744,0.0
2021-07-23,107120.0,1291.0,19640373,548654,0.4694,0.1767,0.0
2021-07-24,34648.0,1081.0,19675021,549735,0.4726,0.1781,0.0
2021-07-25,18256.0,479.0,19693277,550214,0.4736,0.1787,0.0
2021-07-26,21442.0,625.0,19714719,550839,0.478,0.1812,0.0
2021-07-27,43591.0,1289.0,19758310,552128,0.4828,0.1843,0.0
2021-07-28,47049.0,1373.0,19805359,553501,0.4876,0.1883,0.0
2021-07-29,41321.0,1341.0,19846680,554842,0.4915,0.1919,0.0
2021-07-30,40378.0,885.0,19887058,555727,0.4968,0.1955,0.0
2021-07-31,35088.0,949.0,19922146,556676,0.4997,0.1974,0.0
2021-08-01,20353.0,415.0,19942499,557091,0.5007,0.1978,0.0
2021-08-02,18875.0,544.0,19961374,557635,0.5037,0.2004,0.0
2021-08-03,32496.0,1237.0,19993870,558872,0.5094,0.2036,0.0
2021-08-04,40537.0,1072.0,20034407,559944,0.5167,0.2081,0.0
2021-08-05,39484.0,1126.0,20073891,561070,0.5218,0.2112,0.0
2021-08-06,42671.0,959.0,20116562,562029,0.527,0.2144,0.0
2021-08-07,39533.0,999.0,20156095,563028,0.5294,0.2159,0.0
2021-08-08,13894.0,389.0,20169989,563417,0.5305,0.2166,0.0
2021-08-09,15542.0,508.0,20185531,563925,0.5348,0.2195,0.0
2021-08-10,35462.0,1268.0,20220993,565193,0.5415,0.2234,0.0
2021-08-11,35443.0,1045.0,20256436,566238,0.548,0.2265,0.0
2021-08-12,35858.0,1016.0,20292294,567254,0.5553,0.2301,0.0
2021-08-13,32995.0,892.0,20325289,568146,0.5619,0.2338,0.0
2021-08-14,29302.0,912.0,20354591,569058,0.5665,0.2359,0.0
2021-08-15,13767.0,389.0,20368358,569447,0.5682,0.2363,0.0
2021-08-16,18190.0,414.0,20386548,569861,0.5739,0.2406,0.0
2021-08-17,39006.0,1094.0,20425554,570955,0.5827,0.2462,0.0
2021-08-18,40171.0,990.0,20465725,571945,0.5881,0.2503,0.0
2021-08-19,36013.0,1023.0,20501738,572968,0.5951,0.2552,0.0
2021-08-20,34213.0,894.0,20535951,573862,0.601,0.2595,0.0
2021-08-21,25322.0,611.0,20561273,574473,0.6047,0.2616,0.0
2021-08-22,13945.0,333.0,20575218,574806,0.6067,0.2623,0.0
2021-08-23,15654.0,417.0,20590872,575223,0.6127,0.2663,0.0
2021-08-24,31809.0,859.0,20622681,576082,0.6194,0.271,0.0
2021-08-25,29979.0,887.0,20652660,576969,0.6252,0.275,0.0
2021-08-26,30923.0,871.0,20683583,577840,0.6273,0.2796,0.0
2021-08-27,27756.0,818.0,20711339,578658,0.6321,0.2841,0.0
2021-08-28,22947.0,629.0,20734286,579287,0.6353,0.2873,0.0
2021-08-29,11263.0,278.0,20745549,579565,0.6369,0.2885,0.0
2021-08-30,12801.0,318.0,20758350,579883,0.6409,0.2919,0.0
2021-08-31,26846.0,881.0,20785196,580764,0.6473,0.2981,0.0
2021-09-01,25748.0,697.0,20810944,581461,0.6518,0.3031,0.0
2021-09-02,27023.0,782.0,20837967,582243,0.6557,0.3086,0.0
2021-09-03,23604.0,740.0,20861571,582983,0.6593,0.3143,0.0
2021-09-04,20325.0,638.0,20881896,583621,0.6611,0.3174,0.0
2021-09-05,12661.0,271.0,20894557,583892,0.6619,0.3185,0.0
2021-09-06,10172.0,220.0,20904729,584112,0.6656,0.3219,0.0001
2021-09-07,13604.0,327.0,20918333,584439,0.6667,0.3234,0.0001
2021-09-08,14182.0,249.0,20932515,584688,0.6696,0.3287,0.0001
2021-09-09,32823.0,824.0,20965338,585512,0.6731,0.3357,0.0002
2021-09-10,16455.0,636.0,20981793,586148,0.677,0.3432,0.0002
2021-09-11,13762.0,669.0,20995555,586817,0.679,0.3474,0.0003
2021-09-12,7861.0,299.0,21003416,587116,0.6799,0.3488,0.0003
2021-09-13,8648.0,284.0,21012064,587400,0.682,0.3537,0.0004
2021-09-14,13571.0,678.0,21025635,588078,0.6852,0.3605,0.0006
2021-09-15,13276.0,801.0,21038911,588879,0.6883,0.3661,0.0009
2021-09-16,35447.0,663.0,21074358,589542,0.6906,0.3708,0.0011
2021-09-17,35337.0,638.0,21109695,590180,0.6942,0.3782,0.0012
2021-09-18,124878.0,586.0,21234573,590766,0.696,0.3816,0.0012
2021-09-19,9175.0,248.0,21243748,591014,0.6969,0.3827,0.0012
2021-09-20,9285.0,265.0,21253033,591279,0.6986,0.3863,0.0016
2021-09-21,15380.0,673.0,21268413,591952,0.7012,0.3921,0.0018
2021-09-22,32583.0,665.0,21300996,592617,0.7036,0.3977,0.002
2021-09-23,24917.0,629.0,21325913,593246,0.7062,0.4036,0.0022
2021-09-24,18665.0,680.0,21344578,593926,0.7085,0.4095,0.0025
2021-09-25,13863.0,540.0,21358441,594466,0.7103,0.4127,0.0026
2021-09-26,8856.0,266.0,21367297,594732,0.7112,0.4143,0.0026
2021-09-27,9345.0,194.0,21376642,594926,0.7126,0.4176,0.0039
2021-09-28,16884.0,817.0,21393526,595743,0.7151,0.4237,0.0042
2021-09-29,16885.0,681.0,21410411,596424,0.7174,0.4292,0.0045
2021-09-30,21951.0,608.0,21432362,597032,0.72,0.4347,0.0052
2021-10-01,18062.0,490.0,21450424,597522,0.7223,0.4411,0.0062
2021-10-02,12386.0,454.0,21462810,597976,0.7235,0.4443,0.0067
2021-10-03,9153.0,226.0,21471963,598202,0.7241,0.4454,0.0069
2021-10-04,11518.0,204.0,21483481,598406,0.7252,0.4486,0.0078
2021-10-05,22145.0,684.0,21505626,599090,0.7272,0.4529,0.0089
2021-10-06,18546.0,570.0,21524172,599660,0.729,0.4581,0.0103
2021-10-07,14616.0,428.0,21538788,600088,0.7308,0.4631,0.0119
2021-10-08,18535.0,630.0,21557323,600718,0.7323,0.4682,0.0134
2021-10-09,14804.0,416.0,21572127,601134,0.7331,0.4711,0.0145
2021-10-10,8412.0,151.0,21580539,601285,0.7337,0.4732,0.0148
2021-10-11,6993.0,207.0,21587532,601492,0.735,0.4759,0.0156
2021-10-12,7355.0,175.0,21594887,601667,0.7356,0.477,0.0158
2021-10-13,8372.0,206.0,21603259,601873,0.7361,0.4796,0.0169
2021-10-14,15232.0,572.0,21618491,602445,0.7395,0.4863,0.0179
2021-10-15,14298.0,507.0,21632789,602952,0.7418,0.4923,0.0195
2021-10-16,9761.0,465.0,21642550,603417,0.7433,0.496,0.0205
2021-10-17,6185.0,128.0,21648735,603545,0.7438,0.4975,0.0211
2021-10-18,9319.0,202.0,21658054,603747,0.7444,0.5003,0.023
2021-10-19,13233.0,379.0,21671287,604126,0.746,0.5057,0.0244
2021-10-20,15708.0,399.0,21686995,604525,0.7481,0.5115,0.0263
2021-10-21,16986.0,466.0,21703981,604991,0.7488,0.5145,0.0274
2021-10-22,13398.0,447.0,21717379,605438,0.7498,0.5183,0.0291
2021-10-23,11905.0,350.0,21729284,605788,0.7504,0.5203,0.0296
2021-10-24,4536.0,119.0,21733820,605907,0.7512,0.5228,0.0302
2021-10-25,7827.0,207.0,21741647,606114,0.7526,0.5304,0.0326
2021-10-26,13345.0,403.0,21754992,606517,0.7542,0.5353,0.0349
2021-10-27,17124.0,435.0,21772116,606952,0.7555,0.5404,0.0368
2021-10-28,13686.0,373.0,21785802,607325,0.7569,0.545,0.0386
2021-10-29,12681.0,408.0,21798483,607733,0.758,0.5495,0.0406
2021-10-30,10012.0,216.0,21808495,607949,0.7585,0.5511,0.0413
2021-10-31,6130.0,133.0,21814625,608082,0.7588,0.5521,0.0418
2021-11-01,4626.0,103.0,21819251,608185,0.759,0.553,0.0422
2021-11-02,5918.0,152.0,21825169,608337,0.7592,0.5535,0.0426
2021-11-03,16310.0,190.0,21841479,608527,0.7598,0.5564,0.044
2021-11-04,13247.0,434.0,21854726,608961,0.7611,0.5608,0.0453
2021-11-05,12998.0,382.0,21867724,609343,0.7624,0.567,0.0473
2021-11-06,11173.0,303.0,21878897,609646,0.7628,0.569,0.0482
2021-11-07,5661.0,70.0,21884558,609716,0.7642,0.5701,0.0484
2021-11-08,6881.0,120.0,21891439,609836,0.7654,0.5748,0.0502
2021-11-09,11810.0,208.0,21903249,610044,0.7664,0.5789,0.0518
2021-11-10,14980.0,269.0,21918229,610313,0.7675,0.5831,0.0534
2021-11-11,15538.0,240.0,21933767,610553,0.7688,0.5877,0.0551
2021-11-12,14599.0,621.0,21948366,611174,0.7691,0.5916,0.0568
2021-11-13,9358.0,307.0,21957724,611481,0.7694,0.5938,0.0576
2021-11-14,4302.0,65.0,21962026,611546,0.7699,0.595,0.0578
2021-11-15,2743.0,70.0,21964769,611616,0.7702,0.5966,0.0587
2021-11-16,6568.0,143.0,21971337,611759,0.7704,0.5987,0.0596
2021-11-17,13112.0,377.0,21984449,612136,0.7715,0.6037,0.0613
2021-11-18,11402.0,272.0,21995851,612408,0.7722,0.6069,0.0631
2021-11-19,12373.0,238.0,22008224,612646,0.7729,0.6104,0.065
2021-11-20,8215.0,207.0,22016439,612853,0.7736,0.6127,0.0661
2021-11-21,5088.0,96.0,22021527,612949,0.7742,0.6143,0.0667
2021-11-22,4141.0,126.0,22025668,613075,0.7749,0.6173,0.0685
2021-11-23,12440.0,295.0,22038108,613370,0.7756,0.6207,0.0701
2021-11-24,12254.0,271.0,22050362,613641,0.7761,0.6239,0.0718
2021-11-25,12283.0,288.0,22062645,613929,0.7767,0.6263,0.0728
2021-11-26,10879.0,305.0,22073524,614234,0.7777,0.6295,0.0745
2021-11-27,8309.0,227.0,22081833,614461,0.7779,0.6308,0.0751
2021-11-28,3536.0,80.0,22085369,614541,0.7783,0.6319,0.0756
2021-11-29,4489.0,118.0,22089858,614659,0.7784,0.6326,0.0759
2021-11-30,10285.0,326.0,22100143,614985,0.7795,0.6367,0.0786
2021-12-01,12282.0,268.0,22112425,615253,0.7806,0.6402,0.0802
2021-12-02,11931.0,196.0,22124356,615449,0.7812,0.6435,0.0819
2021-12-03,10622.0,234.0,22134978,615683,0.782,0.6488,0.084
2021-12-04,7407.0,146.0,22142385,615829,0.7824,0.6506,0.0855
2021-12-05,4693.0,71.0,22147078,615900,0.7826,0.651,0.0857
2021-12-06,6017.0,132.0,22153095,616032,0.7827,0.6531,0.0878
2021-12-07,10136.0,261.0,22163231,616293,0.7832,0.6557,0.0901
2021-12-08,10132.0,240.0,22173363,616533,0.7836,0.6574,0.0919
2021-12-09,8753.0,200.0,22182116,616733,0.7842,0.6606,0.0944
2021-12-10,7065.0,228.0,22189181,616961,0.7842,0.6625,0.0965
2021-12-11,2684.0,53.0,22191865,617014,0.7842,0.6628,0.0973
2021-12-12,1615.0,82.0,22193480,617096,0.7842,0.6629,0.0977
2021-12-13,2770.0,45.0,22196250,617141,0.7842,0.6647,0.0997
2021-12-14,4379.0,113.0,22200629,617254,0.7843,0.6664,0.1018
2021-12-15,5078.0,298.0,22205707,617552,0.7852,0.67,0.1035
2021-12-16,3661.0,123.0,22209368,617675,0.7859,0.6713,0.1059
2021-12-17,4363.0,198.0,22213731,617873,0.7864,0.6724,0.1079
2021-12-18,2381.0,138.0,22216112,618011,0.7865,0.6727,0.1085
2021-12-19,1458.0,55.0,22217570,618066,0.7866,0.6728,0.1086
2021-12-20,2639.0,83.0,22220209,618149,0.7868,0.6738,0.1109
2021-12-21,3734.0,71.0,22223943,618220,0.7872,0.6748,0.1131
2021-12-22,3226.0,146.0,22227169,618366,0.7885,0.677,0.1154
2021-12-23,3774.0,126.0,22230943,618492,0.7888,0.677,0.1174
2021-12-24,3680.0,163.0,22234623,618655,0.7888,0.677,0.1174
2021-12-25,3674.0,31.0,22238297,618686,0.7888,0.677,0.1174
